,Outlier Date,Outlier Price,Outlier Type,Actual Market Trend,Predicted Market Trend,Position Type,Entry Date,Entry Price,Exit Date,Exit Price,Trading Days,Profit,model_RMSE,model_accuracy,theils_u,Pair
0,2022-03-14,1.388696,Positive,Momentum Continuation,Momentum Continuation,Long,2022-03-15,1.3685102,2022-03-15,1.3685102,0,0.0,0.034411540063430245,97.61,0.012809965641045721,USDAUD
1,2022-04-25,1.3931,Positive,Momentum Continuation,Momentum Continuation,Long,2022-04-26,1.369588,2022-05-17,1.377629,15,0.5871126284355115,0.04870908006832654,96.83,0.017509954546223838,USDAUD
2,2022-05-04,1.379025,Negative,Mean Reversion,Mean Reversion,Long,2022-05-06,1.4011688,2022-05-17,1.4012878,7,0.008490830583597416,0.02831174735125352,98.38,0.009905678104145178,USDAUD
3,2022-06-13,1.4405071,Positive,Momentum Continuation,Momentum Continuation,Long,2022-06-14,1.4126077,2022-06-29,1.4129835,11,0.026608017072338362,0.03481156683065417,97.8,0.012105027791097251,USDAUD
4,2022-07-11,1.4835,Positive,Momentum Continuation,Momentum Continuation,Long,2022-07-12,1.4965357,2022-07-12,1.4965357,0,0.0,0.02628329768388389,98.45,0.010033123190646347,USDAUD
5,2022-08-02,1.45121,Positive,Momentum Continuation,Momentum Continuation,Long,2022-08-03,1.4672542,2022-08-09,1.4805405,4,0.9055249256188141,0.04365157261239064,97.16,0.012833783601089714,USDAUD
6,2022-08-29,1.4476599,Positive,Momentum Continuation,Momentum Continuation,Long,2022-08-30,1.4321411,2022-09-02,1.4324013,3,0.018170966906865264,0.0445934677523179,97.1,0.015272338809807284,USDAUD
7,2022-09-13,1.4828,Positive,Momentum Continuation,Momentum Continuation,Long,2022-09-14,1.4646021,2022-09-22,1.4646614,6,0.004045263651482874,0.06034415832365916,96.45,0.0199684585209385,USDAUD
8,2022-09-26,1.5451652,Positive,Momentum Continuation,Momentum Continuation,Long,2022-09-27,1.523242,2022-10-18,1.530804,15,0.4964438545361202,0.04234100320978584,97.74,0.013765706942774326,USDAUD
9,2022-10-10,1.5880578,Positive,Momentum Continuation,Momentum Continuation,Long,2022-10-11,1.5666901,2022-10-26,1.573102,11,0.40926473646377826,0.022594305084730468,98.67,0.006692367370073591,USDAUD
