,outlier_id,predicted_price,actual_price
0,1,0.9128228,0.90302
1,1,0.91270196,0.90794
2,1,0.91260767,0.91638
3,1,0.9125352,0.91381
4,1,0.91248137,0.9118
5,1,0.9124452,0.90727
6,1,0.9124232,0.90094
7,1,0.91240996,0.9038
8,1,0.9124044,0.90766
9,1,0.9124074,0.90664
10,1,0.91241264,0.90857
11,1,0.91241246,0.90835
12,1,0.91240484,0.9103
13,1,0.91240567,0.90978
14,1,0.9124062,0.90156
15,1,0.9124066,0.89591
16,2,1.3917218,1.388696
17,2,1.3803108,1.39074
18,2,1.3784952,1.371968
19,2,1.3760108,1.35476
20,2,1.3735557,1.3427685
21,2,1.3703662,1.3517167
22,2,1.365965,1.3400694
23,2,1.3627441,1.3335111
24,2,1.3613689,1.33135
25,2,1.3594022,1.3115098
26,2,1.3592564,1.3338
27,2,1.3659118,1.3307428
28,2,1.3820039,1.333
29,2,1.3885112,1.3345789
30,2,1.3872194,1.3329779
31,2,1.3827947,1.3256797
32,3,1.3693984,1.3931
33,3,1.3694503,1.40019
34,3,1.3694649,1.404
35,3,1.3695207,1.40653
36,3,1.3695859,1.4135474
37,3,1.3696352,1.4182184
38,3,1.3696823,1.4082722
39,3,1.3697115,1.379025
40,3,1.3697567,1.4043
41,3,1.3698184,1.4124294
42,3,1.3698436,1.438
43,3,1.3698701,1.4423978
44,3,1.369822,1.44352
45,3,1.3698224,1.4551804
46,3,1.3698227,1.4405071
47,3,1.3698233,1.4337
48,4,1.3780444,1.379025
49,4,1.3741783,1.4043
50,4,1.372844,1.4124294
51,4,1.3724642,1.438
52,4,1.3721591,1.4423978
53,4,1.3721462,1.44352
54,4,1.3722277,1.4551804
55,4,1.372472,1.4405071
56,4,1.3729109,1.4337
57,4,1.3740482,1.4222728
58,4,1.3780171,1.4370707
59,4,1.3862044,1.42003
60,4,1.3882267,1.4041197
61,4,1.388921,1.4108
62,4,1.3875206,1.4080541
63,4,1.3849387,1.41032
64,5,0.80230325,0.80885
65,5,0.8029238,0.8101758
66,5,0.8034196,0.8106
67,5,0.80374146,0.8125
68,5,0.8039685,0.81731
69,5,0.8040911,0.8193
70,5,0.80418426,0.8154079
71,5,0.80423313,0.81125
72,5,0.80433655,0.80078
73,5,0.80439407,0.81004
74,5,0.8044471,0.80232
75,5,0.80454993,0.8003483
76,5,0.80451953,0.79569
77,5,0.804544,0.79731
78,5,0.80456173,0.7944642
79,5,0.80457443,0.79255
80,6,0.9789545,0.9852
81,6,0.979239,0.9884
82,6,0.97945714,0.99302
83,6,0.9796253,0.9956
84,6,0.97977424,0.99453
85,6,0.9798858,1.00312
86,6,0.9799503,1.0011703
87,6,0.97999597,1.002
88,6,0.98003185,0.9937
89,6,0.98004335,0.98719
90,6,0.9800504,0.97221
91,6,0.98008794,0.9747018
92,6,0.9800584,0.96575
93,6,0.9800638,0.96037
94,6,0.98006785,0.96154
95,6,0.9800709,0.95858
96,7,1.2890923,1.30102
97,7,1.2895608,1.30317
98,7,1.2898408,1.29951
99,7,1.29,1.3025
100,7,1.2901562,1.2724
101,7,1.290338,1.28485
102,7,1.290618,1.2805
103,7,1.2906835,1.28871
104,7,1.2908117,1.28189
105,7,1.291088,1.2836
106,7,1.2912132,1.27873
107,7,1.2914037,1.28222
108,7,1.2912539,1.28199
109,7,1.2912858,1.27748
110,7,1.2913113,1.26895
111,7,1.2913332,1.26567
112,8,0.9555941,0.9634
113,8,0.95568,0.9604
114,8,0.9556846,0.95789
115,8,0.9557626,0.94792
116,8,0.95578635,0.95479
117,8,0.9558445,0.94518
118,8,0.9560511,0.9466
119,8,0.95614445,0.9358
120,8,0.9562521,0.9317
121,8,0.9563789,0.93568
122,8,0.9564639,0.93171
123,8,0.95652914,0.9312
124,8,0.95643896,0.92821
125,8,0.95644635,0.93158
126,8,0.95645326,0.93884
127,8,0.95646083,0.93
128,1,0.9128228,0.90302
129,1,0.91270196,0.90794
130,1,0.91260767,0.91638
131,1,0.9125352,0.91381
132,1,0.91248137,0.9118
133,1,0.9124452,0.90727
134,1,0.9124232,0.90094
135,1,0.91240996,0.9038
136,1,0.9124044,0.90766
137,1,0.9124074,0.90664
138,1,0.91241264,0.90857
139,1,0.91241246,0.90835
140,1,0.91240484,0.9103
141,1,0.91240567,0.90978
142,1,0.9124062,0.90156
143,1,0.9124066,0.89591
144,2,1.3917218,1.388696
145,2,1.3803108,1.39074
146,2,1.3784952,1.371968
147,2,1.3760108,1.35476
148,2,1.3735557,1.3427685
149,2,1.3703662,1.3517167
150,2,1.365965,1.3400694
151,2,1.3627441,1.3335111
152,2,1.3613689,1.33135
153,2,1.3594022,1.3115098
154,2,1.3592564,1.3338
155,2,1.3659118,1.3307428
156,2,1.3820039,1.333
157,2,1.3885112,1.3345789
158,2,1.3872194,1.3329779
159,2,1.3827947,1.3256797
160,3,1.3693984,1.3931
161,3,1.3694503,1.40019
162,3,1.3694649,1.404
163,3,1.3695207,1.40653
164,3,1.3695859,1.4135474
165,3,1.3696352,1.4182184
166,3,1.3696823,1.4082722
167,3,1.3697115,1.379025
168,3,1.3697567,1.4043
169,3,1.3698184,1.4124294
170,3,1.3698436,1.438
171,3,1.3698701,1.4423978
172,3,1.369822,1.44352
173,3,1.3698224,1.4551804
174,3,1.3698227,1.4405071
175,3,1.3698233,1.4337
176,4,1.3780444,1.379025
177,4,1.3741783,1.4043
178,4,1.372844,1.4124294
179,4,1.3724642,1.438
180,4,1.3721591,1.4423978
181,4,1.3721462,1.44352
182,4,1.3722277,1.4551804
183,4,1.372472,1.4405071
184,4,1.3729109,1.4337
185,4,1.3740482,1.4222728
186,4,1.3780171,1.4370707
187,4,1.3862044,1.42003
188,4,1.3882267,1.4041197
189,4,1.388921,1.4108
190,4,1.3875206,1.4080541
191,4,1.3849387,1.41032
192,5,0.80230325,0.80885
193,5,0.8029238,0.8101758
194,5,0.8034196,0.8106
195,5,0.80374146,0.8125
196,5,0.8039685,0.81731
197,5,0.8040911,0.8193
198,5,0.80418426,0.8154079
199,5,0.80423313,0.81125
200,5,0.80433655,0.80078
201,5,0.80439407,0.81004
202,5,0.8044471,0.80232
203,5,0.80454993,0.8003483
204,5,0.80451953,0.79569
205,5,0.804544,0.79731
206,5,0.80456173,0.7944642
207,5,0.80457443,0.79255
208,6,0.9789545,0.9852
209,6,0.979239,0.9884
210,6,0.97945714,0.99302
211,6,0.9796253,0.9956
212,6,0.97977424,0.99453
213,6,0.9798858,1.00312
214,6,0.9799503,1.0011703
215,6,0.97999597,1.002
216,6,0.98003185,0.9937
217,6,0.98004335,0.98719
218,6,0.9800504,0.97221
219,6,0.98008794,0.9747018
220,6,0.9800584,0.96575
221,6,0.9800638,0.96037
222,6,0.98006785,0.96154
223,6,0.9800709,0.95858
224,7,1.2890923,1.30102
225,7,1.2895608,1.30317
226,7,1.2898408,1.29951
227,7,1.29,1.3025
228,7,1.2901562,1.2724
229,7,1.290338,1.28485
230,7,1.290618,1.2805
231,7,1.2906835,1.28871
232,7,1.2908117,1.28189
233,7,1.291088,1.2836
234,7,1.2912132,1.27873
235,7,1.2914037,1.28222
236,7,1.2912539,1.28199
237,7,1.2912858,1.27748
238,7,1.2913113,1.26895
239,7,1.2913332,1.26567
240,8,0.9555941,0.9634
241,8,0.95568,0.9604
242,8,0.9556846,0.95789
243,8,0.9557626,0.94792
244,8,0.95578635,0.95479
245,8,0.9558445,0.94518
246,8,0.9560511,0.9466
247,8,0.95614445,0.9358
248,8,0.9562521,0.9317
249,8,0.9563789,0.93568
250,8,0.9564639,0.93171
251,8,0.95652914,0.9312
252,8,0.95643896,0.92821
253,8,0.95644635,0.93158
254,8,0.95645326,0.93884
255,8,0.95646083,0.93
256,9,1.2917519,1.2724
257,9,1.2918134,1.28485
258,9,1.291911,1.2805
259,9,1.2919204,1.28871
260,9,1.2919579,1.28189
261,9,1.2920563,1.2836
262,9,1.2921045,1.27873
263,9,1.292176,1.28222
264,9,1.2921433,1.28199
265,9,1.2920909,1.27748
266,9,1.2920469,1.26895
267,9,1.2919744,1.26567
268,9,1.2920806,1.26372
269,9,1.2920818,1.26673
270,9,1.292083,1.2571
271,10,0.97064054,0.97221
272,10,0.967417,0.9747018
273,10,0.96653473,0.96575
274,10,0.9660303,0.96037
275,10,0.9659082,0.96154
276,10,0.96611756,0.95858
277,10,0.9665375,0.9569913
278,10,0.9686629,0.958
279,10,0.97804344,0.95954
280,10,0.99184734,0.96306
281,10,0.99475986,0.95759
282,10,0.99585265,0.9618449
283,10,0.99614215,0.97133
284,10,0.99636346,0.97356
285,10,0.9964255,0.97885
286,10,0.99638444,0.98031
287,11,1.2610823,1.2701
288,11,1.2621158,1.26944
289,11,1.2627681,1.28899
290,11,1.2630367,1.29476
291,11,1.263151,1.28712
292,11,1.2631737,1.29549
293,11,1.2632848,1.29798
294,11,1.2630454,1.29837
295,11,1.262887,1.29324
296,11,1.2626916,1.29631
297,11,1.2623267,1.29894
298,11,1.262032,1.2883
299,11,1.2623372,1.28703
300,11,1.2622837,1.28733
301,11,1.2622763,1.28838
302,11,1.2622976,1.28722
303,12,0.9864126,0.99671
304,12,0.98644006,0.99947
305,12,0.98644835,0.99443
306,12,0.9864546,0.9668
307,12,0.9864573,0.9706024
308,12,0.9864705,0.9672
309,12,0.98648196,0.96617
310,12,0.98648685,0.96166
311,12,0.986492,0.9612
312,12,0.986495,0.9588807
313,12,0.9864989,0.95635
314,12,0.9865034,0.95675
315,12,0.9864982,0.95415
316,12,0.9864982,0.9551
317,12,0.9864982,0.9592
318,12,0.9864982,0.9609
319,13,1.4122822,1.4405071
320,13,1.4122912,1.45186
321,13,1.4122895,1.4248871
322,13,1.4122921,1.4203738
323,13,1.4122945,1.4314958
324,13,1.4123527,1.4343087
325,13,1.4123871,1.43678
326,13,1.4124155,1.4481
327,13,1.4124632,1.44867
328,13,1.4125,1.4298379
329,13,1.4125065,1.44477
330,13,1.4125503,1.4485196
331,13,1.4125054,1.4538476
332,13,1.4125055,1.44965
333,13,1.4125056,1.4669209
334,13,1.4125057,1.4549687
335,14,1.3081452,1.28899
336,14,1.316908,1.29476
337,14,1.3224742,1.28712
338,14,1.3268969,1.29549
339,14,1.3298367,1.29798
340,14,1.3298343,1.29837
341,14,1.3285536,1.29324
342,14,1.3261739,1.29631
343,14,1.3198203,1.29894
344,14,1.3082545,1.2883
345,14,1.3035189,1.28703
346,14,1.2983056,1.28733
347,14,1.2961754,1.28838
348,14,1.2950557,1.28722
349,14,1.2938282,1.27852
350,14,1.2922903,1.2858
351,15,0.9871708,0.9668
352,15,0.9871573,0.9706024
353,15,0.9871391,0.9672
354,15,0.9871292,0.96617
355,15,0.9871237,0.96166
356,15,0.987123,0.9612
357,15,0.98712355,0.9588807
