,vw,o,c,h,l,n,prev_close,daily_return,abs_daily_return,pct_change,direction,Recovery,outlier_id,day type,day,Date
634,1.0284,1.0272,1.02894,1.03203,1.02599,304992.0,1.0272,0.0016939252336449328,0.0016939252336449328,0.16939252336449773,Up,slow recovery,69,prior day,Tuesday,2016-12-20
635,1.0265,1.02894,1.02662,1.02955,1.02266,223275.0,1.02894,-0.002254747604330552,0.002254747604330552,0.22547476043305315,Down,slow recovery,69,prior day,Wednesday,2016-12-21
636,1.0251,1.02663,1.02566,1.02691,1.02179,231443.0,1.02662,-0.0009351074399486391,0.0009351074399486391,0.09351074399486237,Down,slow recovery,69,prior day,Thursday,2016-12-22
637,1.026,1.02566,1.02609,1.02808,1.0243,144583.0,1.02566,0.00041924224401841784,0.00041924224401841784,0.04192422440183474,Up,slow recovery,69,prior day,Friday,2016-12-23
638,1.0264,1.02599,1.02677,1.0273,1.0243,62738.0,1.02599,0.0007602413278881889,0.0007602413278881889,0.07602413278882114,Up,slow recovery,69,prior day,Monday,2016-12-26
639,1.0282,1.02674,1.02768,1.02983,1.02663,196649.0,1.02677,0.0008862744334173831,0.0008862744334173831,0.08862744334174888,Up,slow recovery,69,outlier day,Tuesday,2016-12-27
640,1.0289,1.02769,1.02835,1.03212,1.02644,200496.0,1.02768,0.0006519539156159218,0.0006519539156159218,0.06519539156160103,Up,slow recovery,69,post day,Wednesday,2016-12-28
641,1.0237,1.02835,1.01707,1.02842,1.00569,271885.0,1.02835,-0.010969028054650826,0.010969028054650826,1.0969028054650831,Down,slow recovery,69,post day,Thursday,2016-12-29
642,1.0183,1.01704,1.01759,1.02313,1.01423,450531.0,1.01707,0.0005112725771088283,0.0005112725771088283,0.051127257710881224,Up,slow recovery,69,post day,Friday,2016-12-30
643,1.0264,1.02599,1.02677,1.0273,1.0243,62738.0,1.02599,0.0007602413278881889,0.0007602413278881889,0.07602413278882114,Up,slow recovery,70,prior day,Monday,2016-12-26
644,1.0282,1.02674,1.02768,1.02983,1.02663,196649.0,1.02677,0.0008862744334173831,0.0008862744334173831,0.08862744334174888,Up,slow recovery,70,prior day,Tuesday,2016-12-27
645,1.0289,1.02769,1.02835,1.03212,1.02644,200496.0,1.02768,0.0006519539156159218,0.0006519539156159218,0.06519539156160103,Up,slow recovery,70,outlier day,Wednesday,2016-12-28
646,1.0237,1.02835,1.01707,1.02842,1.00569,271885.0,1.02835,-0.010969028054650826,0.010969028054650826,1.0969028054650831,Down,slow recovery,70,post day,Thursday,2016-12-29
647,1.0183,1.01704,1.01759,1.02313,1.01423,450531.0,1.01707,0.0005112725771088283,0.0005112725771088283,0.051127257710881224,Up,slow recovery,70,post day,Friday,2016-12-30
648,1.0228,1.01828,1.02416,1.02491,1.01738,175991.0,1.01798,0.006070846185583068,0.006070846185583068,0.6070846185583179,Up,slow recovery,70,post day,Monday,2017-01-02
649,1.0268,1.02416,1.02618,1.03351,1.02106,288871.0,1.02416,0.0019723480706140962,0.0019723480706140962,0.19723480706141938,Up,slow recovery,70,post day,Tuesday,2017-01-03
650,1.0252,1.02619,1.02023,1.0291,1.01997,309240.0,1.02618,-0.005798203044300339,0.005798203044300339,0.5798203044300343,Down,slow recovery,70,post day,Wednesday,2017-01-04
651,1.016,1.02023,1.00983,1.02208,1.00867,413295.0,1.02023,-0.010193779833958975,0.010193779833958975,1.0193779833958971,Down,slow recovery,70,post day,Thursday,2017-01-05
652,1.0282,1.02674,1.02768,1.02983,1.02663,196649.0,1.02677,0.0008862744334173831,0.0008862744334173831,0.08862744334174888,Up,slow recovery,71,prior day,Tuesday,2016-12-27
653,1.0289,1.02769,1.02835,1.03212,1.02644,200496.0,1.02768,0.0006519539156159218,0.0006519539156159218,0.06519539156160103,Up,slow recovery,71,prior day,Wednesday,2016-12-28
654,1.0237,1.02835,1.01707,1.02842,1.00569,271885.0,1.02835,-0.010969028054650826,0.010969028054650826,1.0969028054650831,Down,slow recovery,71,prior day,Thursday,2016-12-29
655,1.0183,1.01704,1.01759,1.02313,1.01423,450531.0,1.01707,0.0005112725771088283,0.0005112725771088283,0.051127257710881224,Up,slow recovery,71,prior day,Friday,2016-12-30
656,1.0228,1.01828,1.02416,1.02491,1.01738,175991.0,1.01798,0.006070846185583068,0.006070846185583068,0.6070846185583179,Up,slow recovery,71,post day,Monday,2017-01-02
657,1.0268,1.02416,1.02618,1.03351,1.02106,288871.0,1.02416,0.0019723480706140962,0.0019723480706140962,0.19723480706141938,Up,slow recovery,71,post day,Tuesday,2017-01-03
658,1.0252,1.02619,1.02023,1.0291,1.01997,309240.0,1.02618,-0.005798203044300339,0.005798203044300339,0.5798203044300343,Down,slow recovery,71,post day,Wednesday,2017-01-04
659,1.016,1.02023,1.00983,1.02208,1.00867,413295.0,1.02023,-0.010193779833958975,0.010193779833958975,1.0193779833958971,Down,slow recovery,71,post day,Thursday,2017-01-05
660,1.0264,1.02599,1.02677,1.0273,1.0243,62738.0,1.02599,0.0007602413278881889,0.0007602413278881889,0.07602413278882114,Up,slow recovery,72,prior day,Monday,2016-12-26
661,1.0282,1.02674,1.02768,1.02983,1.02663,196649.0,1.02677,0.0008862744334173831,0.0008862744334173831,0.08862744334174888,Up,slow recovery,72,prior day,Tuesday,2016-12-27
662,1.0289,1.02769,1.02835,1.03212,1.02644,200496.0,1.02768,0.0006519539156159218,0.0006519539156159218,0.06519539156160103,Up,slow recovery,72,prior day,Wednesday,2016-12-28
663,1.0237,1.02835,1.01707,1.02842,1.00569,271885.0,1.02835,-0.010969028054650826,0.010969028054650826,1.0969028054650831,Down,slow recovery,72,prior day,Thursday,2016-12-29
664,1.0183,1.01704,1.01759,1.02313,1.01423,450531.0,1.01707,0.0005112725771088283,0.0005112725771088283,0.051127257710881224,Up,slow recovery,72,prior day,Friday,2016-12-30
665,1.0228,1.01828,1.02416,1.02491,1.01738,175991.0,1.01798,0.006070846185583068,0.006070846185583068,0.6070846185583179,Up,slow recovery,72,outlier day,Monday,2017-01-02
666,1.0268,1.02416,1.02618,1.03351,1.02106,288871.0,1.02416,0.0019723480706140962,0.0019723480706140962,0.19723480706141938,Up,slow recovery,72,post day,Tuesday,2017-01-03
667,1.0252,1.02619,1.02023,1.0291,1.01997,309240.0,1.02618,-0.005798203044300339,0.005798203044300339,0.5798203044300343,Down,slow recovery,72,post day,Wednesday,2017-01-04
668,1.016,1.02023,1.00983,1.02208,1.00867,413295.0,1.02023,-0.010193779833958975,0.010193779833958975,1.0193779833958971,Down,slow recovery,72,post day,Thursday,2017-01-05
669,1.0183,1.01704,1.01759,1.02313,1.01423,450531.0,1.01707,0.0005112725771088283,0.0005112725771088283,0.051127257710881224,Up,slow recovery,73,prior day,Friday,2016-12-30
670,1.0228,1.01828,1.02416,1.02491,1.01738,175991.0,1.01798,0.006070846185583068,0.006070846185583068,0.6070846185583179,Up,slow recovery,73,prior day,Monday,2017-01-02
671,1.0268,1.02416,1.02618,1.03351,1.02106,288871.0,1.02416,0.0019723480706140962,0.0019723480706140962,0.19723480706141938,Up,slow recovery,73,outlier day,Tuesday,2017-01-03
672,1.0252,1.02619,1.02023,1.0291,1.01997,309240.0,1.02618,-0.005798203044300339,0.005798203044300339,0.5798203044300343,Down,slow recovery,73,post day,Wednesday,2017-01-04
673,1.016,1.02023,1.00983,1.02208,1.00867,413295.0,1.02023,-0.010193779833958975,0.010193779833958975,1.0193779833958971,Down,slow recovery,73,post day,Thursday,2017-01-05
674,1.0133,1.00982,1.01738,1.01832,1.00961,282906.0,1.00983,0.007476505946545404,0.007476505946545404,0.7476505946545364,Up,slow recovery,73,post day,Friday,2017-01-06
675,1.0183,1.01704,1.01759,1.02313,1.01423,450531.0,1.01707,0.0005112725771088283,0.0005112725771088283,0.051127257710881224,Up,fast recovery,74,prior day,Friday,2016-12-30
676,1.0228,1.01828,1.02416,1.02491,1.01738,175991.0,1.01798,0.006070846185583068,0.006070846185583068,0.6070846185583179,Up,fast recovery,74,prior day,Monday,2017-01-02
677,1.0268,1.02416,1.02618,1.03351,1.02106,288871.0,1.02416,0.0019723480706140962,0.0019723480706140962,0.19723480706141938,Up,fast recovery,74,prior day,Tuesday,2017-01-03
678,1.0252,1.02619,1.02023,1.0291,1.01997,309240.0,1.02618,-0.005798203044300339,0.005798203044300339,0.5798203044300343,Down,fast recovery,74,outlier day,Wednesday,2017-01-04
679,1.016,1.02023,1.00983,1.02208,1.00867,413295.0,1.02023,-0.010193779833958975,0.010193779833958975,1.0193779833958971,Down,fast recovery,74,post day,Thursday,2017-01-05
680,1.0133,1.00982,1.01738,1.01832,1.00961,282906.0,1.00983,0.007476505946545404,0.007476505946545404,0.7476505946545364,Up,fast recovery,74,post day,Friday,2017-01-06
681,1.017,1.01744,1.01432,1.01973,1.01207,229973.0,1.01744,-0.003066519893064741,0.003066519893064741,0.3066519893064723,Down,fast recovery,74,post day,Monday,2017-01-09
682,1.014,1.01432,1.01686,1.01782,1.01107,256300.0,1.01432,0.002504140705102913,0.002504140705102913,0.2504140705102964,Up,fast recovery,74,post day,Tuesday,2017-01-10
683,1.0176,1.01687,1.0133,1.02482,1.0101,383449.0,1.01686,-0.0035009735853509896,0.0035009735853509896,0.35009735853509527,Down,fast recovery,74,post day,Wednesday,2017-01-11
684,1.0094,1.01329,1.01047,1.01499,1.00561,317092.0,1.0133,-0.0027928550281260335,0.0027928550281260335,0.27928550281259845,Down,fast recovery,74,post day,Thursday,2017-01-12
685,1.0091,1.01047,1.00822,1.01213,1.0041,250206.0,1.01047,-0.0022266865913882503,0.0022266865913882503,0.22266865913882494,Down,fast recovery,74,post day,Friday,2017-01-13
686,1.0252,1.02619,1.02023,1.0291,1.01997,309240.0,1.02618,-0.005798203044300339,0.005798203044300339,0.5798203044300343,Down,slow recovery,75,prior day,Wednesday,2017-01-04
687,1.016,1.02023,1.00983,1.02208,1.00867,413295.0,1.02023,-0.010193779833958975,0.010193779833958975,1.0193779833958971,Down,slow recovery,75,prior day,Thursday,2017-01-05
688,1.0133,1.00982,1.01738,1.01832,1.00961,282906.0,1.00983,0.007476505946545404,0.007476505946545404,0.7476505946545364,Up,slow recovery,75,outlier day,Friday,2017-01-06
689,1.017,1.01744,1.01432,1.01973,1.01207,229973.0,1.01744,-0.003066519893064741,0.003066519893064741,0.3066519893064723,Down,slow recovery,75,post day,Monday,2017-01-09
690,1.014,1.01432,1.01686,1.01782,1.01107,256300.0,1.01432,0.002504140705102913,0.002504140705102913,0.2504140705102964,Up,slow recovery,75,post day,Tuesday,2017-01-10
691,1.0176,1.01687,1.0133,1.02482,1.0101,383449.0,1.01686,-0.0035009735853509896,0.0035009735853509896,0.35009735853509527,Down,slow recovery,75,post day,Wednesday,2017-01-11
692,1.0094,1.01329,1.01047,1.01499,1.00561,317092.0,1.0133,-0.0027928550281260335,0.0027928550281260335,0.27928550281259845,Down,slow recovery,75,post day,Thursday,2017-01-12
693,1.0091,1.01047,1.00822,1.01213,1.0041,250206.0,1.01047,-0.0022266865913882503,0.0022266865913882503,0.22266865913882494,Down,slow recovery,75,post day,Friday,2017-01-13
694,1.0268,1.02416,1.02618,1.03351,1.02106,288871.0,1.02416,0.0019723480706140962,0.0019723480706140962,0.19723480706141938,Up,slow recovery,76,prior day,Tuesday,2017-01-03
695,1.0252,1.02619,1.02023,1.0291,1.01997,309240.0,1.02618,-0.005798203044300339,0.005798203044300339,0.5798203044300343,Down,slow recovery,76,prior day,Wednesday,2017-01-04
696,1.016,1.02023,1.00983,1.02208,1.00867,413295.0,1.02023,-0.010193779833958975,0.010193779833958975,1.0193779833958971,Down,slow recovery,76,prior day,Thursday,2017-01-05
697,1.0133,1.00982,1.01738,1.01832,1.00961,282906.0,1.00983,0.007476505946545404,0.007476505946545404,0.7476505946545364,Up,slow recovery,76,prior day,Friday,2017-01-06
698,1.017,1.01744,1.01432,1.01973,1.01207,229973.0,1.01744,-0.003066519893064741,0.003066519893064741,0.3066519893064723,Down,slow recovery,76,post day,Monday,2017-01-09
699,1.014,1.01432,1.01686,1.01782,1.01107,256300.0,1.01432,0.002504140705102913,0.002504140705102913,0.2504140705102964,Up,slow recovery,76,post day,Tuesday,2017-01-10
700,1.0176,1.01687,1.0133,1.02482,1.0101,383449.0,1.01686,-0.0035009735853509896,0.0035009735853509896,0.35009735853509527,Down,slow recovery,76,post day,Wednesday,2017-01-11
701,1.0094,1.01329,1.01047,1.01499,1.00561,317092.0,1.0133,-0.0027928550281260335,0.0027928550281260335,0.27928550281259845,Down,slow recovery,76,post day,Thursday,2017-01-12
702,1.0268,1.02416,1.02618,1.03351,1.02106,288871.0,1.02416,0.0019723480706140962,0.0019723480706140962,0.19723480706141938,Up,slow recovery,77,prior day,Tuesday,2017-01-03
703,1.0252,1.02619,1.02023,1.0291,1.01997,309240.0,1.02618,-0.005798203044300339,0.005798203044300339,0.5798203044300343,Down,slow recovery,77,prior day,Wednesday,2017-01-04
704,1.016,1.02023,1.00983,1.02208,1.00867,413295.0,1.02023,-0.010193779833958975,0.010193779833958975,1.0193779833958971,Down,slow recovery,77,prior day,Thursday,2017-01-05
705,1.0133,1.00982,1.01738,1.01832,1.00961,282906.0,1.00983,0.007476505946545404,0.007476505946545404,0.7476505946545364,Up,slow recovery,77,prior day,Friday,2017-01-06
706,1.017,1.01744,1.01432,1.01973,1.01207,229973.0,1.01744,-0.003066519893064741,0.003066519893064741,0.3066519893064723,Down,slow recovery,77,outlier day,Monday,2017-01-09
707,1.014,1.01432,1.01686,1.01782,1.01107,256300.0,1.01432,0.002504140705102913,0.002504140705102913,0.2504140705102964,Up,slow recovery,77,post day,Tuesday,2017-01-10
708,1.0176,1.01687,1.0133,1.02482,1.0101,383449.0,1.01686,-0.0035009735853509896,0.0035009735853509896,0.35009735853509527,Down,slow recovery,77,post day,Wednesday,2017-01-11
709,1.0094,1.01329,1.01047,1.01499,1.00561,317092.0,1.0133,-0.0027928550281260335,0.0027928550281260335,0.27928550281259845,Down,slow recovery,77,post day,Thursday,2017-01-12
710,1.0133,1.00982,1.01738,1.01832,1.00961,282906.0,1.00983,0.007476505946545404,0.007476505946545404,0.7476505946545364,Up,fast recovery,78,prior day,Friday,2017-01-06
711,1.017,1.01744,1.01432,1.01973,1.01207,229973.0,1.01744,-0.003066519893064741,0.003066519893064741,0.3066519893064723,Down,fast recovery,78,prior day,Monday,2017-01-09
712,1.014,1.01432,1.01686,1.01782,1.01107,256300.0,1.01432,0.002504140705102913,0.002504140705102913,0.2504140705102964,Up,fast recovery,78,outlier day,Tuesday,2017-01-10
713,1.0176,1.01687,1.0133,1.02482,1.0101,383449.0,1.01686,-0.0035009735853509896,0.0035009735853509896,0.35009735853509527,Down,fast recovery,78,post day,Wednesday,2017-01-11
714,1.0094,1.01329,1.01047,1.01499,1.00561,317092.0,1.0133,-0.0027928550281260335,0.0027928550281260335,0.27928550281259845,Down,fast recovery,78,post day,Thursday,2017-01-12
715,1.0091,1.01047,1.00822,1.01213,1.0041,250206.0,1.01047,-0.0022266865913882503,0.0022266865913882503,0.22266865913882494,Down,fast recovery,78,post day,Friday,2017-01-13
716,1.0113,1.00991,1.01112,1.01364,1.00905,181584.0,1.00994,0.0011683862407667375,0.0011683862407667375,0.11683862407667611,Up,fast recovery,78,post day,Monday,2017-01-16
717,1.0037,1.01112,1.00295,1.01163,0.9996,304880.0,1.01112,-0.008080148745945101,0.008080148745945101,0.8080148745945093,Down,fast recovery,78,post day,Tuesday,2017-01-17
718,1.0034,1.00294,1.00782,1.00823,1.0009,228281.0,1.00295,0.004855675756518201,0.004855675756518201,0.48556757565181297,Up,fast recovery,78,post day,Wednesday,2017-01-18
719,1.0082,1.00782,1.00637,1.01224,1.00414,272380.0,1.00782,-0.0014387489829532569,0.0014387489829532569,0.1438748982953264,Down,fast recovery,78,post day,Thursday,2017-01-19
720,1.0054,1.00639,1.00099,1.0094,1.00099,275438.0,1.00637,-0.005345946321929251,0.005345946321929251,0.5345946321929196,Down,fast recovery,78,post day,Friday,2017-01-20
721,1.0133,1.00982,1.01738,1.01832,1.00961,282906.0,1.00983,0.007476505946545404,0.007476505946545404,0.7476505946545364,Up,fast recovery,79,prior day,Friday,2017-01-06
722,1.017,1.01744,1.01432,1.01973,1.01207,229973.0,1.01744,-0.003066519893064741,0.003066519893064741,0.3066519893064723,Down,fast recovery,79,prior day,Monday,2017-01-09
723,1.014,1.01432,1.01686,1.01782,1.01107,256300.0,1.01432,0.002504140705102913,0.002504140705102913,0.2504140705102964,Up,fast recovery,79,prior day,Tuesday,2017-01-10
724,1.0176,1.01687,1.0133,1.02482,1.0101,383449.0,1.01686,-0.0035009735853509896,0.0035009735853509896,0.35009735853509527,Down,fast recovery,79,outlier day,Wednesday,2017-01-11
725,1.0094,1.01329,1.01047,1.01499,1.00561,317092.0,1.0133,-0.0027928550281260335,0.0027928550281260335,0.27928550281259845,Down,fast recovery,79,post day,Thursday,2017-01-12
726,1.0091,1.01047,1.00822,1.01213,1.0041,250206.0,1.01047,-0.0022266865913882503,0.0022266865913882503,0.22266865913882494,Down,fast recovery,79,post day,Friday,2017-01-13
727,1.0113,1.00991,1.01112,1.01364,1.00905,181584.0,1.00994,0.0011683862407667375,0.0011683862407667375,0.11683862407667611,Up,fast recovery,79,post day,Monday,2017-01-16
728,1.0037,1.01112,1.00295,1.01163,0.9996,304880.0,1.01112,-0.008080148745945101,0.008080148745945101,0.8080148745945093,Down,fast recovery,79,post day,Tuesday,2017-01-17
729,1.0034,1.00294,1.00782,1.00823,1.0009,228281.0,1.00295,0.004855675756518201,0.004855675756518201,0.48556757565181297,Up,fast recovery,79,post day,Wednesday,2017-01-18
730,1.0082,1.00782,1.00637,1.01224,1.00414,272380.0,1.00782,-0.0014387489829532569,0.0014387489829532569,0.1438748982953264,Down,fast recovery,79,post day,Thursday,2017-01-19
731,1.0054,1.00639,1.00099,1.0094,1.00099,275438.0,1.00637,-0.005345946321929251,0.005345946321929251,0.5345946321929196,Down,fast recovery,79,post day,Friday,2017-01-20
732,1.0114,1.01315,1.00753,1.01374,1.0069,224398.0,1.01319,-0.005586316485555521,0.005586316485555521,0.558631648555552,Down,slow recovery,80,prior day,Friday,2017-03-03
733,1.0099,1.00776,1.01201,1.01295,1.0072,146306.0,1.00776,0.004217273954116146,0.004217273954116146,0.42172739541161963,Up,slow recovery,80,prior day,Monday,2017-03-06
734,1.0136,1.01201,1.0131,1.01704,1.01067,154217.0,1.01201,0.0010770644558846388,0.0010770644558846388,0.10770644558846243,Up,slow recovery,80,prior day,Tuesday,2017-03-07
735,1.014,1.01311,1.01439,1.01547,1.01229,170519.0,1.0131,0.001273319514361873,0.001273319514361873,0.1273319514361937,Up,slow recovery,80,outlier day,Wednesday,2017-03-08
736,1.0139,1.01438,1.01221,1.01607,1.00917,256361.0,1.01439,-0.0021490748134345263,0.0021490748134345263,0.2149074813434515,Down,slow recovery,80,post day,Thursday,2017-03-09
737,1.0109,1.01221,1.01059,1.014,1.00782,230031.0,1.01221,-0.0016004584029005392,0.0016004584029005392,0.1600458402900573,Down,slow recovery,80,post day,Friday,2017-03-10
738,1.0083,1.00974,1.00752,1.0117,1.00603,198822.0,1.00973,-0.0021887039109465354,0.0021887039109465354,0.2188703910946499,Down,slow recovery,80,post day,Monday,2017-03-13
739,1.0084,1.0075,1.00942,1.01076,1.00688,167098.0,1.00752,0.001885818643798647,0.001885818643798647,0.18858186437986646,Up,slow recovery,80,post day,Tuesday,2017-03-14
740,1.0056,1.00942,1.00008,1.00988,0.99842,227417.0,1.00942,-0.009252838263557195,0.009252838263557195,0.9252838263557162,Down,slow recovery,80,post day,Wednesday,2017-03-15
741,0.9978,1.00008,0.99611,1.00065,0.9951,229716.0,1.00008,-0.0039696824254059964,0.0039696824254059964,0.39696824254059626,Down,slow recovery,80,post day,Thursday,2017-03-16
742,0.9996,0.99734,0.99947,1.00226,0.99647,169518.0,0.99735,0.0021256329272572425,0.0021256329272572425,0.2125632927257204,Up,slow recovery,81,prior day,Friday,2018-05-04
743,1.0027,1.00062,1.00192,1.00563,0.99841,152078.0,1.00062,0.0012991944994102224,0.0012991944994102224,0.12991944994102944,Up,slow recovery,81,prior day,Monday,2018-05-07
744,1.0023,1.00192,1.00121,1.00452,1.00026,199419.0,1.00192,-0.0007086394123283181,0.0007086394123283181,0.0708639412328349,Down,slow recovery,81,prior day,Tuesday,2018-05-08
745,1.003,1.0012,1.00552,1.00563,1.00037,202664.0,1.00121,0.004304791202644836,0.004304791202644836,0.430479120264482,Up,slow recovery,81,outlier day,Wednesday,2018-05-09
746,1.0028,1.00553,1.00302,1.00563,0.99939,237583.0,1.00552,-0.002486275757816798,0.002486275757816798,0.24862757578167916,Down,slow recovery,81,post day,Thursday,2018-05-10
747,1.0008,1.00301,1.00039,1.00399,0.99765,159666.0,1.00302,-0.002622081314430552,0.002622081314430552,0.26220813144305355,Down,slow recovery,81,post day,Friday,2018-05-11
748,0.9995,0.9998,0.99696,1.00267,0.99633,234110.0,0.99981,-0.002850541602904571,0.002850541602904571,0.2850541602904544,Down,slow recovery,82,prior day,Friday,2018-10-26
749,1.0002,0.99768,1.00177,1.00244,0.9975,205280.0,0.99769,0.0040894466216962015,0.0040894466216962015,0.4089446621696302,Up,slow recovery,82,prior day,Monday,2018-10-29
750,1.0027,1.00176,1.00521,1.00556,1.00083,181592.0,1.00177,0.00343392195813399,0.00343392195813399,0.34339219581340785,Up,slow recovery,82,outlier day,Tuesday,2018-10-30
751,1.0061,1.00522,1.0081,1.00949,1.00336,192402.0,1.00521,0.0028750211398613818,0.0028750211398613818,0.2875021139861378,Up,slow recovery,82,post day,Wednesday,2018-10-31
752,1.0038,1.0081,1.00216,1.00829,1.00002,200626.0,1.0081,-0.005892272592004817,0.005892272592004817,0.5892272592004866,Down,slow recovery,82,post day,Thursday,2018-11-01
753,1.0011,1.00215,1.00333,1.00486,0.99682,200100.0,1.00216,0.0011674782469866243,0.0011674782469866243,0.11674782469865974,Up,slow recovery,82,post day,Friday,2018-11-02
754,1.0002,0.99768,1.00177,1.00244,0.9975,205280.0,0.99769,0.0040894466216962015,0.0040894466216962015,0.4089446621696302,Up,slow recovery,83,prior day,Monday,2018-10-29
755,1.0027,1.00176,1.00521,1.00556,1.00083,181592.0,1.00177,0.00343392195813399,0.00343392195813399,0.34339219581340785,Up,slow recovery,83,prior day,Tuesday,2018-10-30
756,1.0061,1.00522,1.0081,1.00949,1.00336,192402.0,1.00521,0.0028750211398613818,0.0028750211398613818,0.2875021139861378,Up,slow recovery,83,outlier day,Wednesday,2018-10-31
757,1.0038,1.0081,1.00216,1.00829,1.00002,200626.0,1.0081,-0.005892272592004817,0.005892272592004817,0.5892272592004866,Down,slow recovery,83,post day,Thursday,2018-11-01
758,1.0011,1.00215,1.00333,1.00486,0.99682,200100.0,1.00216,0.0011674782469866243,0.0011674782469866243,0.11674782469865974,Up,slow recovery,83,post day,Friday,2018-11-02
759,1.0047,1.00243,1.00443,1.00693,1.00243,135973.0,1.00243,0.0019951517811717546,0.0019951517811717546,0.19951517811718222,Up,slow recovery,83,post day,Monday,2018-11-05
760,1.0038,1.00444,1.00133,1.00555,1.00129,130071.0,1.00443,-0.0030863275688697875,0.0030863275688697875,0.308632756886984,Down,slow recovery,83,post day,Tuesday,2018-11-06
761,0.9995,1.00133,1.0019,1.00509,0.99525,207763.0,1.00133,0.0005692429069337375,0.0005692429069337375,0.056924290693372015,Up,slow recovery,83,post day,Wednesday,2018-11-07
762,1.0031,1.00191,1.00588,1.00707,1.00075,172503.0,1.0019,0.003972452340553044,0.003972452340553044,0.3972452340553101,Up,slow recovery,83,post day,Thursday,2018-11-08
763,1.0047,1.00243,1.00443,1.00693,1.00243,135973.0,1.00243,0.0019951517811717546,0.0019951517811717546,0.19951517811718222,Up,slow recovery,84,prior day,Monday,2018-11-05
764,1.0038,1.00444,1.00133,1.00555,1.00129,130071.0,1.00443,-0.0030863275688697875,0.0030863275688697875,0.308632756886984,Down,slow recovery,84,prior day,Tuesday,2018-11-06
765,0.9995,1.00133,1.0019,1.00509,0.99525,207763.0,1.00133,0.0005692429069337375,0.0005692429069337375,0.056924290693372015,Up,slow recovery,84,prior day,Wednesday,2018-11-07
766,1.0031,1.00191,1.00588,1.00707,1.00075,172503.0,1.0019,0.003972452340553044,0.003972452340553044,0.3972452340553101,Up,slow recovery,84,outlier day,Thursday,2018-11-08
767,1.0065,1.00589,1.00533,1.00859,1.00448,158760.0,1.00588,-0.0005467849047600613,0.0005467849047600613,0.05467849047600115,Down,slow recovery,84,post day,Friday,2018-11-09
768,1.0089,1.00596,1.01031,1.01114,1.00555,160257.0,1.00597,0.00431424396353769,0.00431424396353769,0.4314243963537745,Up,slow recovery,84,post day,Monday,2018-11-12
769,1.0096,1.01032,1.00601,1.01285,1.00584,203423.0,1.01031,-0.00425611940889427,0.00425611940889427,0.42561194088942544,Down,slow recovery,84,post day,Tuesday,2018-11-13
770,1.0073,1.006,1.00604,1.01043,1.00418,227873.0,1.00601,2.9820777129426636e-05,2.9820777129426636e-05,0.00298207771294301,Up,slow recovery,84,post day,Wednesday,2018-11-14
771,1.0057,1.00603,1.00698,1.00794,1.00357,211550.0,1.00604,0.0009343564868195507,0.0009343564868195507,0.09343564868196097,Up,slow recovery,84,post day,Thursday,2018-11-15
772,0.9995,1.00133,1.0019,1.00509,0.99525,207763.0,1.00133,0.0005692429069337375,0.0005692429069337375,0.056924290693372015,Up,slow recovery,85,prior day,Wednesday,2018-11-07
773,1.0031,1.00191,1.00588,1.00707,1.00075,172503.0,1.0019,0.003972452340553044,0.003972452340553044,0.3972452340553101,Up,slow recovery,85,prior day,Thursday,2018-11-08
774,1.0065,1.00589,1.00533,1.00859,1.00448,158760.0,1.00588,-0.0005467849047600613,0.0005467849047600613,0.05467849047600115,Down,slow recovery,85,outlier day,Friday,2018-11-09
775,1.0089,1.00596,1.01031,1.01114,1.00555,160257.0,1.00597,0.00431424396353769,0.00431424396353769,0.4314243963537745,Up,slow recovery,85,post day,Monday,2018-11-12
776,1.0096,1.01032,1.00601,1.01285,1.00584,203423.0,1.01031,-0.00425611940889427,0.00425611940889427,0.42561194088942544,Down,slow recovery,85,post day,Tuesday,2018-11-13
777,1.0073,1.006,1.00604,1.01043,1.00418,227873.0,1.00601,2.9820777129426636e-05,2.9820777129426636e-05,0.00298207771294301,Up,slow recovery,85,post day,Wednesday,2018-11-14
778,1.0057,1.00603,1.00698,1.00794,1.00357,211550.0,1.00604,0.0009343564868195507,0.0009343564868195507,0.09343564868196097,Up,slow recovery,85,post day,Thursday,2018-11-15
779,1.004,1.00697,0.99968,1.00873,0.99913,168624.0,1.00698,-0.007249399193628447,0.007249399193628447,0.7249399193628436,Down,slow recovery,85,post day,Friday,2018-11-16
780,0.996,0.99943,0.99323,1.00071,0.99244,163011.0,0.99943,-0.006203536015528945,0.006203536015528945,0.6203536015528921,Down,slow recovery,85,post day,Monday,2018-11-19
781,0.9933,0.99323,0.99471,0.99581,0.99088,183822.0,0.99323,0.001490087895049522,0.001490087895049522,0.14900878950494523,Up,slow recovery,85,post day,Tuesday,2018-11-20
782,1.0038,1.00444,1.00133,1.00555,1.00129,130071.0,1.00443,-0.0030863275688697875,0.0030863275688697875,0.308632756886984,Down,slow recovery,86,prior day,Tuesday,2018-11-06
783,0.9995,1.00133,1.0019,1.00509,0.99525,207763.0,1.00133,0.0005692429069337375,0.0005692429069337375,0.056924290693372015,Up,slow recovery,86,prior day,Wednesday,2018-11-07
784,1.0031,1.00191,1.00588,1.00707,1.00075,172503.0,1.0019,0.003972452340553044,0.003972452340553044,0.3972452340553101,Up,slow recovery,86,prior day,Thursday,2018-11-08
