,v,vw,o,c,h,l,n,date,prev_close,daily_return,abs_daily_return,source,outlier
183,78615,0.918,0.91808,0.9191,0.91935,0.9164,78615,2024-01-22,0.91805,0.001143728555089587,0.001143728555089587,historical,0
184,84605,0.92,0.9193,0.92099,0.92405,0.9158,84605,2024-01-23,0.9191,0.0020563594821019987,0.0020563594821019987,historical,0
185,89938,0.9183,0.9209,0.91897,0.92151,0.9145,89938,2024-01-24,0.92099,-0.0021932920009989487,0.0021932920009989487,historical,0
186,89544,0.9202,0.91897,0.92201,0.92403,0.91709,89544,2024-01-25,0.91897,0.0033080514053778066,0.0033080514053778066,historical,0
187,79798,0.9212,0.9217,0.9213,0.92479,0.91848,79798,2024-01-26,0.92201,-0.0007700567238966914,0.0007700567238966914,historical,0
188,1541,0.9221,0.92176,0.92226,0.92231,0.92152,1541,2024-01-28,0.9213,0.0010420058612829273,0.0010420058612829273,historical,0
189,75542,0.9237,0.92228,0.92299,0.92623,0.9214,75542,2024-01-29,0.92226,0.000791533840782435,0.000791533840782435,historical,0
190,83187,0.9228,0.92296,0.92221,0.92487,0.92059,83187,2024-01-30,0.92299,-0.0008450795783269623,0.0008450795783269623,historical,0
191,96791,0.9228,0.92222,0.92554,0.92634,0.9183,96791,2024-01-31,0.92221,0.0036108912286789943,0.0036108912286789943,historical,0
192,32392,0.9207,0.92554,0.91956,0.92575,0.9192,32392,2024-02-01,0.92554,-0.00646109298355553,0.00646109298355553,historical,0
193,85214,0.9228,0.91956,0.9269,0.92757,0.9174,85214,2024-02-02,0.91956,0.007982078385314608,0.007982078385314608,historical,0
194,2453,0.9278,0.92683,0.92762,0.92847,0.92673,2453,2024-02-04,0.9269,0.0007767828244687172,0.0007767828244687172,historical,0
195,84649,0.9298,0.92764,0.93096,0.93253,0.9269,84649,2024-02-05,0.92762,0.0036006123196998877,0.0036006123196998877,historical,0
196,87540,0.9306,0.93095,0.9295,0.93259,0.9289,87540,2024-02-06,0.93096,-0.001568273610036969,0.001568273610036969,historical,0
197,85097,0.9287,0.92961,0.9278,0.92971,0.927,85097,2024-02-07,0.9295,-0.0018289402904787895,0.0018289402904787895,historical,0
198,83467,0.9284,0.92797,0.9278,0.93095,0.9266,83467,2024-02-08,0.9278,0.0,0.0,historical,0
